study_id,site_id,month,patients_screened,patients_enrolled,screen_failures,cumulative_enrolled
CT-2024-0010,SITE-00173,2025-09-01,1,1,0,35
CT-2024-0010,SITE-00173,2025-10-01,4,2,2,37
CT-2024-0010,SITE-00173,2025-11-01,2,2,0,39
CT-2024-0010,SITE-00173,2025-12-01,1,0,1,39
CT-2024-0010,SITE-00173,2026-01-01,4,3,1,42
CT-2024-0010,SITE-00174,2024-08-01,1,0,1,0
CT-2024-0010,SITE-00174,2024-09-01,1,1,0,1
CT-2024-0010,SITE-00174,2024-10-01,1,1,0,2
CT-2024-0010,SITE-00174,2024-11-01,5,2,3,4
CT-2024-0010,SITE-00174,2024-12-01,5,4,1,8
CT-2024-0010,SITE-00174,2025-01-01,2,1,1,9
CT-2024-0010,SITE-00174,2025-02-01,1,1,0,10
CT-2024-0010,SITE-00174,2025-04-01,3,2,1,12
CT-2024-0010,SITE-00174,2025-05-01,9,5,4,17
CT-2024-0010,SITE-00174,2025-06-01,1,1,0,18
CT-2024-0010,SITE-00174,2025-07-01,4,3,1,21
CT-2024-0010,SITE-00174,2025-08-01,1,1,0,22
CT-2024-0010,SITE-00175,2024-09-01,2,0,2,0
CT-2024-0010,SITE-00175,2024-10-01,2,0,2,0
CT-2024-0010,SITE-00175,2024-12-01,1,1,0,1
CT-2024-0010,SITE-00175,2025-01-01,1,1,0,2
CT-2024-0010,SITE-00175,2025-02-01,4,2,2,4
CT-2024-0010,SITE-00175,2025-04-01,2,1,1,5
CT-2024-0010,SITE-00175,2025-05-01,3,3,0,8
CT-2024-0010,SITE-00175,2025-06-01,1,1,0,9
CT-2024-0010,SITE-00175,2025-07-01,2,1,1,10
CT-2024-0010,SITE-00175,2025-10-01,1,1,0,11
CT-2024-0010,SITE-00175,2025-12-01,1,1,0,12
CT-2024-0010,SITE-00175,2026-02-01,2,1,1,13
CT-2024-0010,SITE-00175,2026-04-01,1,1,0,14
CT-2024-0010,SITE-00175,2026-07-01,1,1,0,15
CT-2024-0010,SITE-00176,2024-08-01,2,2,0,2
CT-2024-0010,SITE-00176,2024-09-01,2,2,0,4
CT-2024-0010,SITE-00176,2024-10-01,7,4,3,8
CT-2024-0010,SITE-00176,2024-11-01,9,7,2,15
CT-2024-0010,SITE-00176,2024-12-01,17,11,6,26
CT-2024-0011,SITE-00177,2025-03-01,2,2,0,2
CT-2024-0011,SITE-00177,2025-06-01,4,2,2,4
CT-2024-0011,SITE-00177,2025-07-01,1,1,0,5
CT-2024-0011,SITE-00177,2025-08-01,1,1,0,6
CT-2024-0011,SITE-00177,2025-09-01,2,1,1,7
CT-2024-0011,SITE-00177,2025-10-01,1,1,0,8
CT-2024-0011,SITE-00177,2025-11-01,1,1,0,9
CT-2024-0011,SITE-00178,2025-04-01,1,1,0,1
CT-2024-0011,SITE-00178,2025-05-01,1,1,0,2
CT-2024-0011,SITE-00178,2025-06-01,1,1,0,3
CT-2024-0011,SITE-00178,2025-09-01,1,1,0,4
CT-2024-0011,SITE-00178,2025-10-01,4,3,1,7
CT-2024-0011,SITE-00178,2025-12-01,4,2,2,9
CT-2024-0011,SITE-00178,2026-03-01,1,1,0,10
CT-2024-0011,SITE-00178,2026-04-01,1,1,0,11
CT-2024-0012,SITE-00179,2023-09-01,1,1,0,1
CT-2024-0012,SITE-00179,2023-11-01,1,1,0,2
CT-2024-0012,SITE-00179,2023-12-01,1,0,1,2
CT-2024-0012,SITE-00179,2024-01-01,1,1,0,3
CT-2024-0012,SITE-00179,2024-03-01,4,3,1,6
CT-2024-0012,SITE-00179,2024-05-01,3,2,1,8
CT-2024-0012,SITE-00179,2024-06-01,2,2,0,10
CT-2024-0012,SITE-00179,2024-07-01,3,2,1,12
CT-2024-0012,SITE-00179,2024-08-01,1,1,0,13
CT-2024-0012,SITE-00180,2024-02-01,1,1,0,1
CT-2024-0012,SITE-00180,2024-04-01,9,6,3,7
CT-2024-0012,SITE-00180,2024-05-01,8,5,3,12
CT-2024-0012,SITE-00180,2024-06-01,13,8,5,20
CT-2024-0012,SITE-00181,2024-03-01,1,1,0,1
CT-2024-0012,SITE-00181,2024-04-01,1,0,1,1
CT-2024-0012,SITE-00181,2024-05-01,2,1,1,2
CT-2024-0012,SITE-00181,2024-06-01,5,4,1,6
CT-2024-0012,SITE-00181,2024-08-01,1,1,0,7
CT-2024-0012,SITE-00181,2024-09-01,4,3,1,10
CT-2024-0012,SITE-00181,2024-11-01,2,2,0,12
CT-2024-0012,SITE-00182,2023-11-01,1,1,0,1
CT-2024-0012,SITE-00182,2023-12-01,1,1,0,2
CT-2024-0012,SITE-00182,2024-01-01,2,2,0,4
CT-2024-0012,SITE-00182,2024-02-01,8,5,3,9
CT-2024-0012,SITE-00182,2024-03-01,4,2,2,11
CT-2024-0012,SITE-00182,2024-04-01,4,3,1,14
CT-2024-0012,SITE-00182,2024-06-01,2,1,1,15
CT-2024-0012,SITE-00183,2023-12-01,4,3,1,3
CT-2024-0012,SITE-00183,2024-01-01,1,1,0,4
CT-2024-0012,SITE-00183,2024-02-01,4,3,1,7
CT-2024-0012,SITE-00183,2024-03-01,4,3,1,10
CT-2024-0012,SITE-00183,2024-04-01,6,6,0,16
CT-2024-0012,SITE-00183,2024-05-01,3,2,1,18
CT-2024-0012,SITE-00183,2024-06-01,4,2,2,20
CT-2024-0012,SITE-00183,2024-07-01,5,3,2,23
CT-2024-0012,SITE-00183,2024-08-01,5,3,2,26
CT-2024-0012,SITE-00184,2023-12-01,2,2,0,2
CT-2024-0012,SITE-00184,2024-01-01,3,2,1,4
CT-2024-0012,SITE-00184,2024-02-01,4,2,2,6
CT-2024-0012,SITE-00184,2024-03-01,4,3,1,9
CT-2024-0012,SITE-00184,2024-04-01,2,2,0,11
CT-2024-0012,SITE-00184,2024-05-01,3,2,1,13
CT-2024-0012,SITE-00184,2024-06-01,1,1,0,14
CT-2024-0012,SITE-00184,2024-07-01,2,1,1,15
CT-2024-0012,SITE-00185,2023-11-01,1,1,0,1
CT-2024-0012,SITE-00185,2023-12-01,2,1,1,2
CT-2024-0012,SITE-00185,2024-01-01,10,7,3,9
CT-2024-0012,SITE-00185,2024-02-01,9,6,3,15
CT-2024-0012,SITE-00185,2024-03-01,19,11,8,26
CT-2024-0012,SITE-00186,2023-12-01,1,1,0,1
CT-2024-0012,SITE-00186,2024-02-01,2,1,1,2
CT-2024-0012,SITE-00186,2024-04-01,6,3,3,5
CT-2024-0012,SITE-00186,2024-06-01,2,2,0,7
CT-2024-0012,SITE-00186,2024-07-01,3,2,1,9
CT-2024-0012,SITE-00186,2024-08-01,2,2,0,11
CT-2024-0012,SITE-00186,2024-11-01,2,1,1,12
CT-2024-0012,SITE-00187,2023-11-01,1,1,0,1
CT-2024-0012,SITE-00187,2023-12-01,1,1,0,2
CT-2024-0012,SITE-00187,2024-01-01,1,1,0,3
CT-2024-0012,SITE-00187,2024-02-01,7,5,2,8
CT-2024-0012,SITE-00187,2024-03-01,2,2,0,10
CT-2024-0012,SITE-00187,2024-04-01,6,4,2,14
CT-2024-0012,SITE-00187,2024-05-01,5,5,0,19
CT-2024-0012,SITE-00187,2024-06-01,7,4,3,23
CT-2024-0012,SITE-00187,2024-07-01,2,1,1,24
CT-2024-0012,SITE-00187,2024-08-01,2,1,1,25
CT-2024-0012,SITE-00187,2024-10-01,2,1,1,26
CT-2024-0012,SITE-00187,2024-11-01,1,1,0,27
CT-2024-0012,SITE-00187,2024-12-01,1,1,0,28
CT-2024-0012,SITE-00188,2023-12-01,1,1,0,1
CT-2024-0012,SITE-00188,2024-01-01,1,0,1,1
CT-2024-0012,SITE-00188,2024-02-01,3,3,0,4
CT-2024-0012,SITE-00188,2024-03-01,6,3,3,7
CT-2024-0012,SITE-00188,2024-04-01,4,3,1,10
CT-2024-0012,SITE-00188,2024-05-01,2,2,0,12
CT-2024-0012,SITE-00188,2024-06-01,2,1,1,13
CT-2024-0012,SITE-00188,2024-07-01,1,1,0,14
CT-2024-0012,SITE-00189,2024-01-01,2,2,0,2
CT-2024-0012,SITE-00189,2024-03-01,3,2,1,4
CT-2024-0012,SITE-00189,2024-04-01,3,2,1,6
CT-2024-0012,SITE-00189,2024-05-01,3,2,1,8
CT-2024-0012,SITE-00189,2024-06-01,1,1,0,9
CT-2024-0012,SITE-00189,2024-07-01,2,2,0,11
CT-2024-0012,SITE-00189,2024-09-01,2,2,0,13
CT-2024-0012,SITE-00189,2024-10-01,1,1,0,14
CT-2024-0012,SITE-00189,2024-12-01,1,1,0,15
CT-2024-0012,SITE-00189,2025-01-01,2,1,1,16
CT-2024-0012,SITE-00189,2025-02-01,1,1,0,17
CT-2024-0012,SITE-00189,2025-03-01,1,1,0,18
CT-2024-0012,SITE-00190,2023-10-01,2,1,1,1
CT-2024-0012,SITE-00190,2024-01-01,1,1,0,2
CT-2024-0012,SITE-00190,2024-02-01,1,1,0,3
CT-2024-0012,SITE-00190,2024-03-01,1,1,0,4
CT-2024-0012,SITE-00190,2024-05-01,2,2,0,6
CT-2024-0012,SITE-00190,2024-06-01,1,0,1,6
CT-2024-0012,SITE-00190,2024-08-01,1,1,0,7
CT-2024-0012,SITE-00190,2024-10-01,1,1,0,8
CT-2024-0012,SITE-00190,2025-01-01,1,1,0,9
CT-2024-0012,SITE-00190,2025-03-01,1,0,1,9
CT-2024-0012,SITE-00190,2025-05-01,1,0,1,9
CT-2024-0012,SITE-00190,2025-08-01,2,2,0,11
CT-2024-0012,SITE-00191,2023-10-01,1,1,0,1
CT-2024-0012,SITE-00191,2023-11-01,1,1,0,2
CT-2024-0012,SITE-00191,2023-12-01,1,1,0,3
CT-2024-0012,SITE-00191,2024-01-01,2,1,1,4
CT-2024-0012,SITE-00191,2024-02-01,2,1,1,5
CT-2024-0012,SITE-00191,2024-03-01,1,1,0,6
CT-2024-0012,SITE-00191,2024-04-01,1,1,0,7
CT-2024-0012,SITE-00191,2024-05-01,3,3,0,10
CT-2024-0012,SITE-00191,2024-06-01,3,2,1,12
CT-2024-0012,SITE-00191,2024-08-01,4,3,1,15
CT-2024-0012,SITE-00191,2024-09-01,1,1,0,16
CT-2024-0012,SITE-00191,2024-10-01,1,0,1,16
CT-2024-0012,SITE-00191,2024-12-01,3,3,0,19
CT-2024-0012,SITE-00192,2023-11-01,1,1,0,1
CT-2024-0012,SITE-00192,2023-12-01,2,2,0,3
CT-2024-0012,SITE-00192,2024-01-01,6,4,2,7
CT-2024-0012,SITE-00192,2024-02-01,3,2,1,9
CT-2024-0012,SITE-00192,2024-03-01,1,1,0,10
CT-2024-0012,SITE-00192,2024-04-01,3,1,2,11
CT-2024-0012,SITE-00192,2024-05-01,9,4,5,15
CT-2024-0012,SITE-00192,2024-06-01,3,3,0,18
CT-2024-0012,SITE-00192,2024-08-01,5,3,2,21
CT-2024-0012,SITE-00192,2024-09-01,1,1,0,22
CT-2024-0012,SITE-00192,2024-10-01,3,2,1,24
CT-2024-0012,SITE-00192,2024-11-01,2,1,1,25
CT-2024-0012,SITE-00192,2024-12-01,1,1,0,26
CT-2024-0012,SITE-00192,2025-02-01,2,1,1,27
CT-2024-0012,SITE-00192,2025-03-01,2,2,0,29
CT-2024-0012,SITE-00193,2023-11-01,5,2,3,2
CT-2024-0012,SITE-00193,2024-01-01,3,2,1,4
CT-2024-0012,SITE-00193,2024-02-01,1,1,0,5
CT-2024-0012,SITE-00193,2024-03-01,1,1,0,6
CT-2024-0012,SITE-00193,2024-04-01,1,1,0,7
CT-2024-0012,SITE-00193,2024-06-01,1,1,0,8
CT-2024-0012,SITE-00193,2024-07-01,1,0,1,8
CT-2024-0012,SITE-00193,2024-08-01,2,1,1,9
CT-2024-0012,SITE-00193,2024-09-01,2,1,1,10
CT-2024-0012,SITE-00193,2024-10-01,2,1,1,11
CT-2024-0012,SITE-00194,2024-02-01,6,4,2,4
CT-2024-0012,SITE-00194,2024-03-01,1,1,0,5
CT-2024-0012,SITE-00194,2024-05-01,2,1,1,6
CT-2024-0012,SITE-00194,2024-06-01,4,3,1,9
CT-2024-0012,SITE-00194,2024-07-01,5,3,2,12
CT-2024-0012,SITE-00194,2024-08-01,1,1,0,13
CT-2024-0012,SITE-00194,2024-09-01,2,2,0,15
CT-2024-0012,SITE-00194,2024-11-01,2,2,0,17
CT-2024-0012,SITE-00194,2025-01-01,1,1,0,18
CT-2024-0012,SITE-00194,2025-02-01,3,3,0,21
CT-2024-0012,SITE-00194,2025-04-01,1,1,0,22
CT-2024-0012,SITE-00195,2023-12-01,1,1,0,1
CT-2024-0012,SITE-00195,2024-01-01,2,2,0,3
CT-2024-0012,SITE-00195,2024-02-01,1,1,0,4
CT-2024-0012,SITE-00195,2024-03-01,8,6,2,10
CT-2024-0012,SITE-00195,2024-04-01,1,1,0,11
CT-2024-0012,SITE-00196,2023-11-01,1,1,0,1
CT-2024-0012,SITE-00196,2023-12-01,4,2,2,3
CT-2024-0012,SITE-00196,2024-01-01,1,1,0,4
CT-2024-0012,SITE-00196,2024-03-01,7,6,1,10
CT-2024-0012,SITE-00196,2024-04-01,1,1,0,11
CT-2024-0012,SITE-00196,2024-05-01,4,4,0,15
CT-2024-0012,SITE-00196,2024-06-01,3,2,1,17
CT-2024-0012,SITE-00196,2024-08-01,3,2,1,19
CT-2024-0012,SITE-00196,2024-09-01,4,3,1,22
CT-2024-0012,SITE-00197,2024-02-01,5,3,2,3
CT-2024-0012,SITE-00197,2024-03-01,5,3,2,6
CT-2024-0012,SITE-00197,2024-04-01,4,4,0,10
CT-2024-0012,SITE-00197,2024-06-01,1,1,0,11
CT-2024-0012,SITE-00197,2024-07-01,2,1,1,12
CT-2024-0012,SITE-00197,2024-08-01,1,1,0,13
CT-2024-0012,SITE-00198,2023-12-01,2,1,1,1
CT-2024-0012,SITE-00198,2024-01-01,3,0,3,1
CT-2024-0012,SITE-00198,2024-02-01,1,1,0,2
CT-2024-0012,SITE-00198,2024-03-01,2,2,0,4
CT-2024-0012,SITE-00198,2024-04-01,1,1,0,5
CT-2024-0012,SITE-00198,2024-05-01,2,1,1,6
CT-2024-0012,SITE-00198,2024-06-01,5,3,2,9
CT-2024-0012,SITE-00198,2024-07-01,6,5,1,14
CT-2024-0012,SITE-00199,2023-09-01,2,2,0,2
CT-2024-0012,SITE-00199,2023-10-01,3,1,2,3
CT-2024-0012,SITE-00199,2023-11-01,2,2,0,5
CT-2024-0012,SITE-00199,2023-12-01,6,4,2,9
CT-2024-0012,SITE-00199,2024-01-01,5,3,2,12
CT-2024-0012,SITE-00199,2024-02-01,7,5,2,17
CT-2024-0012,SITE-00199,2024-03-01,10,6,4,23
CT-2024-0012,SITE-00199,2024-04-01,8,8,0,31
CT-2024-0012,SITE-00199,2024-05-01,1,1,0,32
CT-2024-0012,SITE-00200,2023-11-01,2,1,1,1
CT-2024-0012,SITE-00200,2023-12-01,2,2,0,3
CT-2024-0012,SITE-00200,2024-01-01,5,4,1,7
CT-2024-0012,SITE-00200,2024-02-01,7,3,4,10
CT-2024-0012,SITE-00200,2024-03-01,6,3,3,13
CT-2024-0012,SITE-00200,2024-04-01,9,4,5,17
CT-2024-0012,SITE-00200,2024-07-01,3,2,1,19
CT-2024-0012,SITE-00200,2024-08-01,3,3,0,22
CT-2024-0012,SITE-00200,2024-09-01,1,1,0,23
CT-2024-0012,SITE-00200,2024-10-01,5,2,3,25
CT-2024-0012,SITE-00200,2024-11-01,1,1,0,26
CT-2024-0012,SITE-00201,2023-10-01,1,1,0,1
CT-2024-0012,SITE-00201,2024-01-01,3,2,1,3
CT-2024-0012,SITE-00201,2024-03-01,8,5,3,8
CT-2024-0012,SITE-00201,2024-04-01,4,3,1,11
CT-2024-0012,SITE-00201,2024-05-01,1,1,0,12
CT-2024-0012,SITE-00201,2024-06-01,1,1,0,13
CT-2024-0012,SITE-00201,2024-07-01,2,2,0,15
CT-2024-0012,SITE-00201,2024-08-01,1,0,1,15
CT-2024-0012,SITE-00201,2024-09-01,4,1,3,16
CT-2024-0012,SITE-00201,2024-10-01,1,1,0,17
CT-2024-0012,SITE-00201,2024-11-01,1,1,0,18
CT-2024-0012,SITE-00201,2025-01-01,1,1,0,19
CT-2024-0012,SITE-00201,2025-02-01,3,2,1,21
CT-2024-0012,SITE-00201,2025-03-01,1,1,0,22
CT-2024-0012,SITE-00201,2025-04-01,2,2,0,24
CT-2024-0012,SITE-00202,2023-11-01,3,2,1,2
CT-2024-0012,SITE-00202,2023-12-01,1,1,0,3
CT-2024-0012,SITE-00202,2024-01-01,2,1,1,4
CT-2024-0012,SITE-00202,2024-02-01,1,1,0,5
CT-2024-0012,SITE-00202,2024-03-01,3,2,1,7
CT-2024-0012,SITE-00202,2024-04-01,3,1,2,8
CT-2024-0012,SITE-00202,2024-05-01,6,3,3,11
CT-2024-0012,SITE-00202,2024-06-01,10,6,4,17
CT-2024-0012,SITE-00202,2024-07-01,2,2,0,19
CT-2024-0012,SITE-00202,2024-08-01,5,3,2,22
CT-2024-0012,SITE-00202,2024-09-01,1,1,0,23
CT-2024-0012,SITE-00202,2024-10-01,4,3,1,26
CT-2024-0012,SITE-00203,2023-10-01,1,1,0,1
CT-2024-0012,SITE-00203,2023-11-01,2,2,0,3
CT-2024-0012,SITE-00203,2023-12-01,8,4,4,7
CT-2024-0012,SITE-00203,2024-01-01,4,3,1,10
CT-2024-0012,SITE-00203,2024-02-01,9,5,4,15
CT-2024-0012,SITE-00203,2024-03-01,1,1,0,16
CT-2024-0012,SITE-00203,2024-05-01,5,2,3,18
CT-2024-0012,SITE-00204,2023-10-01,1,1,0,1
CT-2024-0012,SITE-00204,2023-11-01,1,1,0,2
CT-2024-0012,SITE-00204,2023-12-01,2,2,0,4
CT-2024-0012,SITE-00204,2024-02-01,1,1,0,5
CT-2024-0012,SITE-00204,2024-06-01,2,1,1,6
CT-2024-0012,SITE-00204,2024-07-01,3,2,1,8
CT-2024-0012,SITE-00204,2024-08-01,2,2,0,10
CT-2024-0012,SITE-00204,2024-09-01,4,3,1,13
CT-2024-0012,SITE-00204,2024-10-01,1,1,0,14
CT-2024-0012,SITE-00204,2024-11-01,1,1,0,15
CT-2024-0012,SITE-00204,2024-12-01,2,0,2,15
CT-2024-0012,SITE-00204,2025-02-01,5,2,3,17
CT-2024-0012,SITE-00204,2025-07-01,2,1,1,18
CT-2024-0012,SITE-00204,2025-08-01,1,1,0,19
CT-2024-0012,SITE-00205,2024-03-01,1,0,1,0
CT-2024-0012,SITE-00205,2024-05-01,2,2,0,2
CT-2024-0012,SITE-00205,2024-06-01,2,1,1,3
CT-2024-0012,SITE-00205,2024-07-01,1,1,0,4
CT-2024-0012,SITE-00205,2024-08-01,1,1,0,5
CT-2024-0012,SITE-00205,2024-09-01,1,1,0,6
CT-2024-0012,SITE-00205,2024-10-01,4,3,1,9
CT-2024-0012,SITE-00205,2024-11-01,1,1,0,10
CT-2024-0012,SITE-00205,2024-12-01,1,1,0,11
CT-2024-0012,SITE-00205,2025-01-01,2,1,1,12
CT-2024-0012,SITE-00205,2025-03-01,2,1,1,13
CT-2024-0012,SITE-00206,2024-02-01,1,1,0,1
CT-2024-0012,SITE-00206,2024-03-01,2,2,0,3
CT-2024-0012,SITE-00206,2024-04-01,2,2,0,5
CT-2024-0012,SITE-00206,2024-05-01,6,3,3,8
CT-2024-0012,SITE-00206,2024-06-01,3,1,2,9
CT-2024-0012,SITE-00206,2024-07-01,1,1,0,10
CT-2024-0012,SITE-00206,2024-09-01,1,1,0,11
CT-2024-0012,SITE-00207,2023-12-01,1,0,1,0
CT-2024-0012,SITE-00207,2024-04-01,1,1,0,1
CT-2024-0012,SITE-00207,2024-05-01,4,4,0,5
CT-2024-0012,SITE-00207,2024-06-01,6,4,2,9
CT-2024-0012,SITE-00207,2024-07-01,5,5,0,14
CT-2024-0012,SITE-00207,2024-08-01,3,2,1,16
CT-2024-0012,SITE-00207,2024-09-01,2,1,1,17
CT-2024-0012,SITE-00207,2024-10-01,6,4,2,21
CT-2024-0012,SITE-00207,2025-01-01,3,3,0,24
CT-2024-0012,SITE-00207,2025-02-01,2,1,1,25
CT-2024-0012,SITE-00207,2025-03-01,1,1,0,26
CT-2024-0012,SITE-00207,2025-04-01,2,1,1,27
CT-2024-0012,SITE-00207,2025-05-01,1,1,0,28
CT-2024-0012,SITE-00207,2025-06-01,4,3,1,31
CT-2024-0012,SITE-00208,2023-09-01,1,1,0,1
CT-2024-0012,SITE-00208,2023-10-01,1,1,0,2
CT-2024-0012,SITE-00208,2023-11-01,3,2,1,4
CT-2024-0012,SITE-00208,2024-01-01,3,2,1,6
CT-2024-0012,SITE-00208,2024-02-01,2,2,0,8
CT-2024-0012,SITE-00208,2024-03-01,1,1,0,9
CT-2024-0012,SITE-00208,2024-04-01,1,1,0,10
CT-2024-0012,SITE-00208,2024-05-01,1,1,0,11
CT-2024-0012,SITE-00208,2024-06-01,5,4,1,15
CT-2024-0012,SITE-00208,2024-07-01,1,1,0,16
CT-2024-0012,SITE-00208,2024-10-01,1,1,0,17
CT-2024-0012,SITE-00209,2023-11-01,2,1,1,1
CT-2024-0012,SITE-00209,2024-01-01,1,0,1,1
CT-2024-0012,SITE-00209,2024-02-01,5,4,1,5
CT-2024-0012,SITE-00209,2024-03-01,2,2,0,7
CT-2024-0012,SITE-00209,2024-04-01,9,6,3,13
CT-2024-0012,SITE-00209,2024-05-01,7,5,2,18
CT-2024-0012,SITE-00209,2024-06-01,2,2,0,20
CT-2024-0012,SITE-00209,2024-07-01,3,2,1,22
CT-2024-0012,SITE-00209,2024-08-01,4,2,2,24
CT-2024-0012,SITE-00209,2024-09-01,4,3,1,27
CT-2024-0012,SITE-00209,2024-10-01,1,1,0,28
CT-2024-0012,SITE-00210,2024-01-01,1,1,0,1
CT-2024-0012,SITE-00210,2024-02-01,1,0,1,1
CT-2024-0012,SITE-00210,2024-03-01,1,1,0,2
CT-2024-0012,SITE-00210,2024-04-01,5,3,2,5
CT-2024-0012,SITE-00210,2024-05-01,2,2,0,7
CT-2024-0012,SITE-00210,2024-06-01,3,2,1,9
CT-2024-0012,SITE-00210,2024-07-01,3,2,1,11
CT-2024-0012,SITE-00210,2024-08-01,2,2,0,13
CT-2024-0012,SITE-00210,2024-09-01,1,0,1,13
CT-2024-0012,SITE-00210,2024-10-01,2,1,1,14
CT-2024-0012,SITE-00210,2024-11-01,1,1,0,15
CT-2024-0012,SITE-00210,2025-01-01,1,1,0,16
CT-2024-0012,SITE-00210,2025-02-01,1,1,0,17
CT-2024-0012,SITE-00210,2025-05-01,1,0,1,17
CT-2024-0012,SITE-00210,2025-06-01,1,1,0,18
CT-2024-0012,SITE-00210,2025-08-01,1,0,1,18
CT-2024-0012,SITE-00211,2023-10-01,3,2,1,2
CT-2024-0012,SITE-00211,2023-11-01,1,0,1,2
CT-2024-0012,SITE-00211,2023-12-01,2,1,1,3
CT-2024-0012,SITE-00211,2024-01-01,3,2,1,5
CT-2024-0012,SITE-00211,2024-02-01,7,5,2,10
CT-2024-0012,SITE-00211,2024-03-01,4,3,1,13
CT-2024-0012,SITE-00211,2024-04-01,6,4,2,17
CT-2024-0012,SITE-00211,2024-05-01,2,2,0,19
CT-2024-0012,SITE-00211,2024-06-01,3,3,0,22
CT-2024-0012,SITE-00211,2024-07-01,2,1,1,23
CT-2024-0012,SITE-00211,2024-08-01,4,3,1,26
CT-2024-0012,SITE-00211,2024-09-01,1,1,0,27
CT-2024-0012,SITE-00212,2023-12-01,1,1,0,1
CT-2024-0012,SITE-00212,2024-01-01,1,1,0,2
CT-2024-0012,SITE-00212,2024-02-01,1,0,1,2
CT-2024-0012,SITE-00212,2024-03-01,4,4,0,6
CT-2024-0012,SITE-00212,2024-04-01,4,2,2,8
CT-2024-0012,SITE-00212,2024-05-01,4,4,0,12
CT-2024-0012,SITE-00212,2024-06-01,4,3,1,15
CT-2024-0012,SITE-00212,2024-07-01,6,3,3,18
CT-2024-0012,SITE-00212,2024-08-01,3,2,1,20
CT-2024-0012,SITE-00212,2024-09-01,1,1,0,21
CT-2024-0012,SITE-00212,2024-10-01,1,1,0,22
CT-2024-0012,SITE-00212,2024-11-01,4,3,1,25
CT-2024-0012,SITE-00212,2024-12-01,1,1,0,26
CT-2024-0012,SITE-00212,2025-01-01,2,2,0,28
CT-2024-0012,SITE-00212,2025-03-01,2,1,1,29
CT-2024-0012,SITE-00213,2023-10-01,1,1,0,1
CT-2024-0012,SITE-00213,2024-01-01,2,2,0,3
CT-2024-0012,SITE-00213,2024-02-01,9,6,3,9
CT-2024-0012,SITE-00213,2024-03-01,1,1,0,10
CT-2024-0012,SITE-00213,2024-04-01,3,2,1,12
CT-2024-0012,SITE-00213,2024-05-01,2,2,0,14
CT-2024-0012,SITE-00213,2024-07-01,1,1,0,15
CT-2024-0012,SITE-00213,2024-09-01,1,0,1,15
CT-2024-0012,SITE-00213,2024-10-01,2,1,1,16
CT-2024-0012,SITE-00213,2024-12-01,2,2,0,18
CT-2024-0012,SITE-00214,2023-12-01,1,1,0,1
CT-2024-0012,SITE-00214,2024-01-01,1,1,0,2
CT-2024-0012,SITE-00214,2024-03-01,4,3,1,5
CT-2024-0012,SITE-00214,2024-04-01,1,0,1,5
CT-2024-0012,SITE-00214,2024-05-01,1,1,0,6
CT-2024-0012,SITE-00214,2024-06-01,1,1,0,7
CT-2024-0012,SITE-00214,2024-07-01,1,1,0,8
CT-2024-0012,SITE-00214,2024-08-01,2,2,0,10
CT-2024-0012,SITE-00214,2024-09-01,3,0,3,10
CT-2024-0012,SITE-00214,2024-10-01,2,0,2,10
CT-2024-0012,SITE-00214,2025-01-01,2,2,0,12
CT-2024-0012,SITE-00214,2025-02-01,5,2,3,14
CT-2024-0012,SITE-00215,2023-12-01,2,1,1,1
CT-2024-0012,SITE-00215,2024-01-01,1,1,0,2
CT-2024-0012,SITE-00215,2024-02-01,3,1,2,3
CT-2024-0012,SITE-00215,2024-03-01,7,5,2,8
CT-2024-0012,SITE-00215,2024-04-01,4,3,1,11
CT-2024-0012,SITE-00215,2024-05-01,15,10,5,21
CT-2024-0012,SITE-00215,2024-06-01,3,2,1,23
CT-2024-0012,SITE-00215,2024-07-01,2,1,1,24
CT-2024-0012,SITE-00215,2024-08-01,1,1,0,25
CT-2024-0012,SITE-00215,2024-10-01,1,0,1,25
CT-2024-0012,SITE-00215,2024-12-01,1,1,0,26
CT-2024-0012,SITE-00215,2025-01-01,1,1,0,27
CT-2024-0012,SITE-00216,2023-12-01,4,2,2,2
CT-2024-0012,SITE-00216,2024-01-01,1,0,1,2
CT-2024-0012,SITE-00216,2024-02-01,2,1,1,3
CT-2024-0012,SITE-00216,2024-03-01,6,4,2,7
CT-2024-0012,SITE-00216,2024-04-01,2,2,0,9
CT-2024-0012,SITE-00216,2024-05-01,3,2,1,11
CT-2024-0012,SITE-00216,2024-06-01,1,1,0,12
CT-2024-0012,SITE-00216,2024-07-01,3,1,2,13
CT-2024-0012,SITE-00216,2024-08-01,1,1,0,14
CT-2024-0012,SITE-00216,2024-09-01,1,1,0,15
CT-2024-0012,SITE-00216,2024-11-01,1,1,0,16
CT-2024-0012,SITE-00216,2024-12-01,4,2,2,18
CT-2024-0012,SITE-00216,2025-01-01,4,2,2,20
CT-2024-0012,SITE-00217,2023-12-01,1,0,1,0
CT-2024-0012,SITE-00217,2024-02-01,1,0,1,0
CT-2024-0012,SITE-00217,2024-03-01,2,0,2,0
CT-2024-0012,SITE-00217,2024-05-01,5,3,2,3
CT-2024-0012,SITE-00217,2024-06-01,1,0,1,3
CT-2024-0012,SITE-00217,2024-07-01,7,3,4,6
CT-2024-0012,SITE-00217,2024-08-01,1,1,0,7
CT-2024-0012,SITE-00217,2024-09-01,2,2,0,9
CT-2024-0012,SITE-00217,2024-10-01,1,1,0,10
